price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month,weekday
236000.0,3,2,1330.0,6301.0,1,no,No view,Average,1330,0,1998,2006,3802 I Pl NE,Auburn,WA 98002,June,Monday
305100.0,3,2,1590.0,7684.0,1,no,No view,Good,1590,0,1974,0,18429 W Lake Desire Dr SE,Renton,WA 98058,June,Monday
368000.0,3,2,1710.0,10800.0,1,no,No view,Good,1710,0,1958,1972,15303 75th Ave NE,Kenmore,WA 98028,June,Monday
255000.0,2,1,1200.0,9000.0,1,no,Average view,Excellent,1200,0,1917,0,22018 8th Pl S,Des Moines,WA 98198,June,Monday
400000.0,2,1,1140.0,5100.0,1,no,No view,Average,1140,0,1942,1999,3922 SW Kenyon St,Seattle,WA 98136,June,Monday
440000.0,3,2,2240.0,8153.0,1,no,No view,Average,1120,1120,1948,1994,13749 1st Ave NE,Seattle,WA 98125,June,Monday
417000.0,2,1,920.0,6600.0,1,no,No view,Average,920,0,1919,2003,6321 51st Ave S,Seattle,WA 98118,June,Monday
435000.0,2,1,800.0,5000.0,1,no,No view,Average,800,0,1906,2014,1111 NW 64th St,Seattle,WA 98107,June,Monday
475000.0,4,3,1980.0,11443.0,1,no,No view,Excellent,1980,0,1952,1998,19523 53rd Ave NE,Lake Forest Park,WA 98155,June,Monday
563500.0,4,3,2800.0,7684.0,2,no,No view,Average,2800,0,2001,0,15415 279th Pl NE,Duvall,WA 98019,June,Monday
285000.0,3,3,1680.0,7684.0,2,no,No view,Average,1680,0,1987,2000,20615 SE 334th St,Auburn,WA 98092,June,Monday
471000.0,4,3,2330.0,9928.0,2,no,No view,Average,2330,0,1998,2006,275 SE 10th Cir,North Bend,WA 98045,June,Monday
500000.0,4,2,2240.0,9886.0,1,no,No view,Good,2240,0,1965,0,16725 NE 22nd St,Bellevue,WA 98008,June,Monday
640000.0,3,3,2140.0,8925.0,2,no,No view,Average,2140,0,1991,0,23359 NE 24th Pl,Sammamish,WA 98074,June,Monday
442500.0,4,3,2170.0,7684.0,2,no,No view,Average,2170,0,1992,0,27518 NE 147th Ln,Duvall,WA 98019,June,Monday
213400.0,3,2,1150.0,8686.0,1,no,No view,Good,1150,0,1963,0,11002 SE 180th St,Renton,WA 98055,June,Monday
831000.0,4,3,2030.0,3905.0,1,no,No view,Good,1630,400,1926,1993,3912 Ashworth Ave N,Seattle,WA 98103,June,Monday
325000.0,3,2,1350.0,11805.0,1,no,No view,Average,1350,0,1986,0,14329 275th Ave NE,Duvall,WA 98019,June,Monday
425000.0,2,1,910.0,4635.0,1,no,No view,Good,910,0,1905,0,6311-6399 28th Ave NW,Seattle,WA 98107,June,Monday
550000.0,4,3,2700.0,5100.0,1,no,No view,Good,1440,0,1968,0,3946 SW Portland St,Seattle,WA 98136,June,Monday
599950.0,4,4,3730.0,7684.0,2,no,Average view,Average,2440,0,1991,0,24702 132nd Ct SE,Kent,WA 98042,June,Monday
461000.0,4,3,2740.0,7684.0,2,no,No view,Average,2740,0,1984,0,2557 Medina Cir,Medina,WA 98039,June,Monday
750000.0,4,4,2050.0,5000.0,2,no,No view,Good,1370,680,1987,0,427 27th Ave E,Seattle,WA 98112,June,Monday
290000.0,4,3,2390.0,4500.0,2,no,No view,Average,2390,0,1974,0,312 Wells Ave N,Renton,WA 98057,June,Monday
270000.0,4,3,1990.0,7252.0,1,no,No view,Average,1270,720,1999,0,2820 V Ct SE,Auburn,WA 98002,June,Monday
229950.0,4,2,1300.0,7684.0,1,no,No view,Good,1300,0,1969,0,32838 38th Ave S,Federal Way,WA 98001,June,Monday
234999.0,3,1,1330.0,8912.0,1,no,No view,Average,1330,0,1948,1994,4725 S 172nd St,SeaTac,WA 98188,June,Monday
265000.0,2,1,1000.0,7684.0,1,no,No view,Average,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,June,Monday
367300.0,4,3,2190.0,7684.0,2,no,No view,Average,2190,0,1993,0,4816 S 277th Pl,Auburn,WA 98001,June,Monday
550000.0,3,2,1380.0,3402.0,1,no,No view,Average,1380,0,1900,2000,929 24th Ave,Seattle,WA 98122,June,Monday
743700.0,4,3,2610.0,7684.0,2,no,No view,Average,2610,0,1988,2000,21306 NE 69th Ct,Redmond,WA 98053,June,Monday
352750.0,2,2,1060.0,1241.0,2,no,No view,Average,960,100,2008,0,323 25th Ave S,Seattle,WA 98144,June,Monday
403950.0,2,1,710.0,1136.0,2,no,No view,Good,710,0,1943,0,2360 Fairview Ave E,Seattle,WA 98102,June,Monday
461000.0,4,3,2730.0,4800.0,1,no,No view,Excellent,2230,500,1909,1988,2518 1st Ave W,Seattle,WA 98119,June,Monday
585000.0,4,2,2470.0,7684.0,2,no,Average view,Average,2470,0,1937,1999,18206 McLean Rd SW,Vashon,WA 98070,June,Monday
554000.0,3,2,1760.0,10780.0,1,no,No view,Average,1760,0,1977,2004,1829 140th Ave SE,Bellevue,WA 98005,June,Monday
546000.0,3,3,1530.0,3464.0,2,no,No view,Average,1530,0,1998,2006,15004 NE 8th Pl,Bellevue,WA 98007,June,Monday
280000.0,2,2,1610.0,7684.0,1,no,No view,Fair,1610,0,1948,0,7704 376th Ave SE,Snoqualmie,WA 98065,June,Monday
212500.0,2,2,1030.0,7684.0,1,no,No view,Good,1030,0,1938,0,12450 2nd Ave S,Seattle,WA 98168,June,Monday
739000.0,4,3,2800.0,7684.0,2,no,No view,Average,2800,0,1999,0,6209 284th Way NE,Carnation,WA 98014,June,Monday
428000.0,3,2,1310.0,2550.0,1,no,No view,Average,780,530,1986,0,8519 Fremont Ave N,Seattle,WA 98103,June,Monday
461000.0,4,3,3160.0,7684.0,1,no,No view,Good,3160,0,1981,0,14461 156th Ave NE,Woodinville,WA 98072,June,Monday
364900.0,3,3,2500.0,8304.0,2,no,No view,Average,2500,0,1997,0,13124 SE 223rd Ct,Kent,WA 98031,June,Monday
559000.0,3,2,2070.0,5386.0,1,no,No view,Good,1140,930,1948,0,8328 14th Ave NW,Seattle,WA 98117,June,Monday
213000.0,4,2,1980.0,9000.0,1,no,No view,Fair,1480,500,1978,0,32835 38th Ct SW,Federal Way,WA 98023,June,Monday
620000.0,3,3,2590.0,7237.0,2,no,No view,Average,2590,0,2004,2003,11331 19th Ave NE,Seattle,WA 98125,June,Monday
240000.0,4,1,1910.0,7684.0,1,no,No view,Average,1910,0,1934,1978,9817 26th Ave SW,Seattle,WA 98106,June,Monday
852500.0,3,3,2630.0,10100.0,1,no,No view,Good,1580,1050,1967,0,14008 SE 45th Ct,Bellevue,WA 98006,June,Monday
600000.0,3,3,2630.0,7684.0,2,no,No view,Average,2630,0,2004,2003,31611 NE Cherry Valley Rd,Duvall,WA 98019,June,Monday
410000.0,3,3,1960.0,4400.0,2,no,No view,Average,1960,0,2006,0,33823 SE Odell St,Snoqualmie,WA 98065,June,Monday
328000.0,3,2,1440.0,7684.0,2,no,No view,Average,1440,0,1977,2004,31720 NE 123rd St,Duvall,WA 98019,June,Monday
625000.0,3,2,2210.0,7684.0,1,no,No view,Average,1390,820,1958,2004,2022 123rd Ave SE,Bellevue,WA 98005,June,Monday
649950.0,4,3,2350.0,7684.0,2,no,No view,Good,2350,0,1994,0,21601-21799 NE 175th St,Woodinville,WA 98077,June,Monday
235000.0,3,1,1590.0,7684.0,1,no,No view,Average,1590,0,1944,0,13726-13736 8th Ave SW,Burien,WA 98166,June,Monday
489000.0,3,4,1500.0,1249.0,2,no,No view,Average,1240,260,2004,2003,6008 14th Ave NW,Seattle,WA 98107,June,Monday
536000.0,3,3,1900.0,6224.0,2,no,No view,Average,1900,0,2005,0,1706 251st Pl SE,Sammamish,WA 98075,June,Monday
400000.0,4,4,2370.0,3692.0,2,no,No view,Average,2370,0,2013,1923,3704 NE 14th St,Renton,WA 98056,June,Monday
398000.0,3,3,1720.0,1715.0,2,no,No view,Average,1240,480,2004,2003,6006 41st Ave SW,Seattle,WA 98136,June,Monday
379000.0,4,2,2020.0,7560.0,1,no,No view,Good,2020,0,1960,2001,11303 146th Ave SE,Renton,WA 98059,June,Monday
345000.0,2,2,1340.0,1210.0,2,no,No view,Average,1120,220,2008,0,1718-1748 21st Ave S,Seattle,WA 98144,June,Monday
365000.0,3,3,1800.0,2700.0,2,no,No view,Average,1800,0,2011,0,2803 SW Bataan St,Seattle,WA 98126,June,Monday
315000.0,3,3,1480.0,1590.0,2,no,No view,Average,1150,330,2010,0,2202 SW Elmgrove St,Seattle,WA 98106,June,Monday
571000.0,4,2,2750.0,7807.0,1,no,No view,Excellent,2250,500,1916,0,12042 38th Ave NE,Seattle,WA 98125,June,Tuesday
461000.0,5,4,3760.0,7684.0,2,no,No view,Average,1590,0,1983,2009,4143 118th Ave NE,Kirkland,WA 98033,June,Tuesday
695000.0,3,3,2540.0,4694.0,2,no,No view,Average,2540,0,2005,0,1306 236th Pl NE,Sammamish,WA 98074,June,Tuesday
225000.0,3,2,1760.0,7684.0,1,no,No view,Average,920,840,1979,2014,18035 SE 262nd Pl,Covington,WA 98042,June,Tuesday
740000.0,3,3,3000.0,7684.0,2,no,No view,Average,3000,0,1995,0,7617 245th Way NE,Redmond,WA 98053,June,Tuesday
315000.0,4,3,1930.0,9643.0,2,no,No view,Good,1930,0,1992,0,12108 SE 218th Pl,Kent,WA 98031,June,Tuesday
461000.0,4,3,3040.0,7000.0,2,no,No view,Average,3040,0,2001,0,7024 SE 20th St,Mercer Island,WA 98040,June,Tuesday
420000.0,2,1,860.0,3880.0,1,no,No view,Good,860,0,1916,0,7743 27th Ave NW,Seattle,WA 98117,June,Tuesday
310000.0,3,2,1420.0,7650.0,1,no,No view,Good,1100,320,1984,0,2714 NE 4th Ct,Renton,WA 98056,June,Tuesday
700000.0,3,2,2080.0,3880.0,1,no,No view,Excellent,1160,920,1954,0,7735 27th Ave NW,Seattle,WA 98117,June,Tuesday
269000.0,3,3,1560.0,4200.0,2,no,No view,Average,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,June,Tuesday
369990.0,4,3,1960.0,7133.0,2,no,No view,Average,1960,0,2002,0,2125 NE 6th Cir,Renton,WA 98056,June,Tuesday
800000.0,3,3,1620.0,4500.0,2,no,No view,Good,1620,0,1926,1993,2565-2599 3rd Ave W,Seattle,WA 98119,June,Tuesday
569000.0,5,3,3670.0,10583.0,1,no,No view,Excellent,2060,0,1952,1998,5011 NE 180th St,Lake Forest Park,WA 98155,June,Tuesday
175000.0,3,2,1930.0,8400.0,1,no,No view,Average,1030,900,1971,0,416 SW 130th St,Burien,WA 98146,June,Tuesday
440000.0,3,2,1290.0,1286.0,3,no,No view,Average,1290,0,2000,0,4507 Linden Ave N,Seattle,WA 98103,June,Tuesday
435000.0,5,3,1970.0,7684.0,1,no,No view,Average,1450,520,1986,0,4309 327th Pl SE,Fall City,WA 98024,June,Tuesday
345000.0,3,2,1540.0,6909.0,1,no,No view,Good,920,620,1955,2009,16000-16098 15th Ave NE,Shoreline,WA 98155,June,Tuesday
558000.0,4,2,2180.0,3870.0,1,no,No view,Average,1020,1160,1900,2005,729 23rd Ave,Seattle,WA 98122,June,Tuesday
475000.0,2,2,1490.0,7684.0,1,no,Average view,Average,1490,0,1983,2009,5050-5132 Foster Ave SE,Auburn,WA 98092,June,Tuesday
490000.0,3,2,2220.0,10275.0,2,no,No view,Average,1640,580,1980,0,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,June,Tuesday
335000.0,3,2,2430.0,9133.0,1,no,No view,Good,1410,1020,1978,2000,4618 NE 22nd Pl,Renton,WA 98059,June,Tuesday
350000.0,2,1,1392.0,7684.0,1,no,No view,Good,1392,0,1978,2000,17404 94th Ave SW,Vashon,WA 98070,June,Tuesday
100000.0,4,1,1120.0,2685.0,1,no,No view,Average,860,260,1939,1969,1006 N 5th St,Renton,WA 98057,June,Tuesday
417500.0,4,1,1390.0,10800.0,1,no,No view,Good,1390,0,1941,1998,115 NW 132nd St,Seattle,WA 98177,June,Tuesday
253000.0,3,2,2040.0,7281.0,1,no,No view,Average,1020,1020,1962,2003,4056 S 151st St,Tukwila,WA 98188,June,Tuesday
461000.0,5,3,2830.0,7500.0,2,no,No view,Average,2460,370,1923,1998,4007 48th Ave NE,Seattle,WA 98105,June,Tuesday
490000.0,4,3,3020.0,8302.0,2,no,No view,Good,3020,0,1994,0,26529 161st Ave SE,Covington,WA 98042,June,Tuesday
470000.0,3,2,2290.0,7684.0,1,no,No view,Average,1620,670,1965,1993,5319 NE 201st Pl,Lake Forest Park,WA 98155,June,Tuesday
483300.0,4,2,1210.0,11100.0,1,no,No view,Good,1210,0,1955,2009,3911 147th Ave SE,Bellevue,WA 98006,June,Tuesday
659000.0,3,3,2510.0,6320.0,2,no,No view,Average,2510,0,1996,0,2651 230th Ave SE,Sammamish,WA 98075,June,Tuesday
480000.0,4,2,2320.0,4322.0,1,no,No view,Average,1140,1180,1910,2006,3149 35th Ave S,Seattle,WA 98144,June,Tuesday
165000.0,3,1,970.0,6600.0,1,no,No view,Average,970,0,1965,1993,13240 Occidental Ave S,Burien,WA 98168,June,Tuesday
659500.0,3,2,1820.0,5500.0,1,no,No view,Good,1620,200,1957,2001,4115 NE 62nd St,Seattle,WA 98115,June,Tuesday
219900.0,3,1,970.0,7742.0,1,no,No view,Good,970,0,1967,0,31716 6th Ave S,Federal Way,WA 98003,June,Tuesday
315000.0,2,1,1740.0,3622.0,1,no,No view,Good,950,790,1924,0,5237 Martin Luther King Jr Way S,Seattle,WA 98118,June,Tuesday
250000.0,3,2,1590.0,7560.0,1,no,No view,Average,1130,460,1984,0,12033 SE 223rd Dr,Kent,WA 98031,June,Tuesday
268000.0,2,1,1380.0,5000.0,1,no,No view,Average,870,510,1943,2002,3010 S Holden St,Seattle,WA 98108,June,Tuesday
380000.0,4,2,1680.0,11123.0,1,no,No view,Average,1130,550,1959,1989,236 NW 176th Pl,Shoreline,WA 98177,June,Tuesday
499000.0,2,1,1220.0,3000.0,1,no,No view,Average,920,300,1926,2003,637 NW 74th St,Seattle,WA 98117,June,Tuesday
285000.0,2,2,1651.0,7684.0,1,no,No view,Average,1651,0,1946,0,15923 Vashon Hwy SW,Vashon,WA 98070,June,Tuesday
183000.0,3,2,1330.0,9200.0,1,no,No view,Good,1330,0,1973,0,3301 20th St SE,Auburn,WA 98092,June,Tuesday
461000.0,3,3,2940.0,4622.0,2,no,No view,Good,2230,710,1988,0,4814 University View Pl NE,Seattle,WA 98105,June,Tuesday
429000.0,3,4,1410.0,1246.0,3,no,No view,Average,1410,0,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,June,Tuesday
403000.0,2,1,1100.0,3598.0,1,no,No view,Good,1100,0,1926,1993,3242 15th Ave S,Seattle,WA 98144,June,Tuesday
375500.0,3,2,1530.0,7200.0,1,no,No view,Average,1530,0,1975,0,3005 NE 194th St,Lake Forest Park,WA 98155,June,Tuesday
461000.0,5,4,1980.0,7684.0,2,no,Poor view,Average,1590,0,1977,2003,5355 84th Pl SE,Mercer Island,WA 98040,June,Tuesday
516200.0,3,2,2110.0,5150.0,1,no,No view,Excellent,1080,1030,1919,1934,4836 S Findlay St,Seattle,WA 98118,June,Tuesday
385000.0,4,2,1720.0,8750.0,1,no,No view,Average,860,860,1971,0,9813 NE 140th St,Kirkland,WA 98034,June,Tuesday
515000.0,3,3,1800.0,5001.0,2,no,No view,Average,1800,0,1996,0,8230 NE 125th Ct,Kirkland,WA 98034,June,Tuesday
375000.0,4,3,2210.0,9427.0,2,no,No view,Average,2210,0,1999,0,475 S 190th St,Burien,WA 98148,June,Tuesday
650000.0,4,3,2560.0,9731.0,2,no,No view,Good,2560,0,1973,0,7014 NE 139th St,Kirkland,WA 98034,June,Tuesday
306888.0,2,2,1010.0,7719.0,2,no,No view,Average,1010,0,1981,2013,2314 Blaine Ave NE,Renton,WA 98056,June,Tuesday
870000.0,4,3,3340.0,12248.0,2,no,Poor view,Average,2470,870,1998,2006,1919 Fairmount Ave SW,Seattle,WA 98126,June,Tuesday
310000.0,4,1,1740.0,11075.0,1,no,No view,Average,1740,0,1965,1993,2109 N 161st Pl,Shoreline,WA 98133,June,Tuesday
251750.0,3,2,1320.0,7200.0,1,no,No view,Excellent,1320,0,1975,0,12526 SE 232nd St,Kent,WA 98031,June,Tuesday
366000.0,3,2,1520.0,8625.0,1,no,No view,Average,1520,0,1976,0,19223 89th Ave NE,Bothell,WA 98011,June,Tuesday
429950.0,3,2,2010.0,9480.0,1,no,No view,Average,1570,440,1951,1994,11049 Sand Point Way NE,Seattle,WA 98125,June,Tuesday
710000.0,3,4,2440.0,3427.0,2,no,No view,Average,1990,450,2000,0,2469 132nd Ave SE,Bellevue,WA 98005,June,Tuesday
895000.0,5,3,2550.0,7684.0,1,no,No view,Good,1610,940,1953,1983,11034 NE 26th Pl,Bellevue,WA 98004,June,Tuesday
149500.0,3,1,1010.0,9450.0,1,no,No view,Good,1010,0,1959,0,27019 15th Ave S,Des Moines,WA 98198,June,Tuesday
310000.0,3,3,1780.0,6771.0,1,no,No view,Average,1230,550,1990,2009,8833 14th Ave SW,Seattle,WA 98106,June,Tuesday
555000.0,3,2,2180.0,4976.0,1,no,Average view,Good,1680,500,1930,0,3763 SW Hinds St,Seattle,WA 98126,June,Tuesday
750000.0,5,4,2750.0,7500.0,2,no,Poor view,Average,2150,600,1937,1997,10237 NE 64th St,Kirkland,WA 98033,June,Tuesday
745000.0,4,4,3490.0,7024.0,2,no,No view,Average,3490,0,2006,0,27520 SE 28th Ct,Sammamish,WA 98075,June,Tuesday
695000.0,3,3,2550.0,7684.0,2,no,No view,Average,2550,0,2001,0,4792-4798 281st Ave NE,Redmond,WA 98053,June,Tuesday
433000.0,3,2,1870.0,7189.0,1,no,No view,Average,1270,600,1959,1989,6811 51st Ave S,Seattle,WA 98118,June,Tuesday
307000.0,4,1,1150.0,8184.0,1,no,No view,Average,1150,0,1947,2012,15562 9th Ave NE,Shoreline,WA 98155,June,Tuesday
655275.0,3,2,2050.0,11856.0,1,no,No view,Average,1460,590,1962,2003,4040 134th Ave SE,Bellevue,WA 98006,June,Tuesday
392000.0,4,3,1940.0,6555.0,2,no,No view,Average,1940,0,1990,2009,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,June,Tuesday
461000.0,5,4,3630.0,6000.0,1,no,No view,Average,2470,1160,2004,2003,810 5th St,Kirkland,WA 98033,June,Tuesday
359950.0,3,2,1890.0,9100.0,2,no,No view,Good,1890,0,1952,0,1633 N 192nd St,Shoreline,WA 98133,June,Tuesday
360000.0,4,2,1630.0,10375.0,1,no,No view,Excellent,1630,0,1968,0,17602 197th Pl NE,Woodinville,WA 98077,June,Tuesday
566000.0,4,2,2440.0,5000.0,1,no,No view,Average,1340,1100,1954,2005,7328 12th Ave NW,Seattle,WA 98117,June,Tuesday
700000.0,5,3,3100.0,9825.0,2,no,Average view,Good,3100,0,1950,1982,4251 NE 125th St,Seattle,WA 98125,June,Tuesday
415000.0,3,3,2090.0,6045.0,2,no,No view,Average,2090,0,2000,0,3307 NE 7th St,Renton,WA 98056,June,Tuesday
199500.0,3,1,920.0,9812.0,1,no,No view,Good,920,0,1962,0,34021 40th Ave S,Auburn,WA 98001,June,Tuesday
749000.0,3,1,1580.0,5000.0,1,no,No view,Average,1580,0,1926,2003,7526 Jones Ave NW,Seattle,WA 98117,June,Tuesday
680000.0,3,2,1760.0,8400.0,1,no,No view,Good,1460,300,1960,2001,7510 45th Ave SW,Seattle,WA 98136,June,Tuesday
400000.0,4,3,2530.0,7563.0,1,no,No view,Average,1440,1090,1978,0,9808 NE 204th Pl,Bothell,WA 98011,June,Tuesday
608000.0,4,3,2490.0,9714.0,1,no,No view,Good,1400,1090,1983,0,10500-10598 NE 168th St,Bothell,WA 98011,June,Tuesday
589900.0,4,3,3870.0,7684.0,2,no,No view,Average,2530,0,2001,0,24718 SE Mirrormont Dr,Issaquah,WA 98027,June,Tuesday
480000.0,5,3,2732.0,9500.0,1,no,Average view,Good,1870,862,1975,0,1006 S 286th Pl,Federal Way,WA 98003,June,Tuesday
461000.0,5,4,3230.0,3825.0,2,no,No view,Average,2480,750,2014,0,6729 Earl Ave NW,Seattle,WA 98117,June,Tuesday
915000.0,3,4,2930.0,7684.0,2,no,Good view,Average,2930,0,2013,1923,6478 167th Ln SE,Bellevue,WA 98006,June,Tuesday
695000.0,4,4,3510.0,9364.0,2,no,No view,Average,3510,0,2001,0,34809 SE Garden Ct,Snoqualmie,WA 98065,June,Tuesday
899900.0,4,3,2580.0,3909.0,2,no,No view,Average,2580,0,2013,1923,1235 Market St,Kirkland,WA 98033,June,Tuesday
499950.0,2,3,1060.0,1208.0,2,no,No view,Average,940,120,2005,0,2008 Yale Ave E,Seattle,WA 98102,June,Tuesday
533112.0,4,3,2790.0,8853.0,2,no,No view,Average,2790,0,2013,1923,1030 SE 10th St,North Bend,WA 98045,June,Tuesday
303210.0,4,3,2009.0,5000.0,2,no,No view,Average,2009,0,2014,0,2411 57th St SE,Auburn,WA 98092,June,Tuesday
525000.0,5,3,2880.0,8364.0,2,no,No view,Average,2880,0,2006,0,407 Kitsap Ave NE,Renton,WA 98059,June,Tuesday
399950.0,2,1,710.0,1157.0,2,no,No view,Good,710,0,1943,0,2358 Fairview Ave E,Seattle,WA 98102,June,Tuesday
850830.0,3,3,2070.0,7684.0,1,no,No view,Excellent,1270,800,1910,0,2505 Boyer Ave E,Seattle,WA 98102,June,Wednesday
371500.0,3,2,1370.0,8336.0,1,no,No view,Excellent,1370,0,1964,0,2320 N 161st St,Shoreline,WA 98133,June,Wednesday
522000.0,3,2,1730.0,8400.0,1,no,No view,Good,1400,330,1980,0,8605 169th Ct NE,Redmond,WA 98052,June,Wednesday
588000.0,4,2,1680.0,5000.0,1,no,No view,Average,980,700,1950,2005,7734 39th Ave NE,Seattle,WA 98115,June,Wednesday
276900.0,2,1,1350.0,10096.0,1,no,Average view,Good,1350,0,1952,0,428 Orchard Ave NE,North Bend,WA 98045,June,Wednesday
248000.0,5,2,1510.0,9078.0,1,no,No view,Good,1510,0,1959,0,2052 S 132nd St,SeaTac,WA 98168,June,Wednesday
280000.0,3,3,1860.0,6607.0,2,no,No view,Average,1860,0,1989,0,1206 SW 349th St,Federal Way,WA 98023,June,Wednesday
495000.0,3,3,3440.0,4500.0,2,no,No view,Average,3280,160,2007,0,321 Hardie Ave NW,Renton,WA 98057,June,Wednesday
665000.0,3,3,1980.0,4400.0,2,no,No view,Good,3020,1230,1902,0,3907 S Edmunds St,Seattle,WA 98118,June,Wednesday
290300.0,2,1,860.0,3874.0,1,no,No view,Good,860,0,1931,0,915 N 1st St,Renton,WA 98057,June,Wednesday
527000.0,2,2,1640.0,4080.0,1,no,No view,Average,840,800,1921,2000,4746 Thackeray Pl NE,Seattle,WA 98105,June,Wednesday
487028.0,2,2,1295.0,1093.0,2,no,No view,Average,1105,190,2007,0,2514 E Denny Way,Seattle,WA 98122,June,Wednesday
325000.0,3,2,1790.0,7684.0,1,no,No view,Average,1130,660,1978,0,43404 SE 76th St,Snoqualmie,WA 98065,June,Wednesday
799000.0,3,2,2210.0,6300.0,1,no,No view,Excellent,2210,0,1916,0,1422 33rd Ave S,Seattle,WA 98144,June,Wednesday
461000.0,5,3,1980.0,7684.0,2,yes,Average view,Average,1590,0,1940,2001,4442 95th Ave NE,Bellevue,WA 98004,June,Wednesday
354000.0,3,1,940.0,10368.0,1,no,No view,Average,940,0,1965,1993,15550 NE 60th St,Redmond,WA 98052,June,Wednesday
262500.0,3,2,1160.0,8906.0,1,no,No view,Average,1160,0,1962,2003,7327 33rd Ave S,Seattle,WA 98118,June,Wednesday
560200.0,3,3,1990.0,3984.0,2,no,No view,Average,1990,0,2004,2003,24134 SE 20th St,Sammamish,WA 98075,June,Wednesday
220000.0,3,1,1050.0,6300.0,1,no,No view,Average,1050,0,1942,1999,10102 33rd Ave SW,Seattle,WA 98146,June,Wednesday
650000.0,2,1,1030.0,5750.0,1,no,No view,Excellent,1030,0,1928,1970,1923 46th Ave SW,Seattle,WA 98116,June,Wednesday
435000.0,3,3,1420.0,2581.0,3,no,No view,Average,1420,0,2004,2003,136 N 101st St,Seattle,WA 98133,June,Wednesday
800000.0,4,4,2690.0,4000.0,2,no,Good view,Good,2120,570,1909,1989,2537 11th Ave W,Seattle,WA 98119,June,Wednesday
461000.0,4,3,3760.0,7684.0,2,no,No view,Average,1590,0,1987,2000,15736 NE 134th St,Redmond,WA 98052,June,Wednesday
200000.0,2,1,700.0,4700.0,1,no,No view,Excellent,700,0,1953,0,751 Redmond Ave NE,Renton,WA 98056,June,Wednesday
295000.0,5,4,2100.0,5107.0,2,no,No view,Average,1410,690,1999,0,10026 61st Ave S,Seattle,WA 98178,June,Wednesday
580379.0,4,3,2240.0,7684.0,1,no,No view,Good,2240,0,1976,1992,21404 SE 19th St,Sammamish,WA 98075,June,Wednesday
875000.0,4,3,3470.0,7684.0,2,no,No view,Average,3470,0,1995,0,22618 NE 143rd Ct,Woodinville,WA 98077,June,Wednesday
515000.0,3,3,3370.0,7684.0,2,no,No view,Average,3200,170,1951,1994,15043 Densmore Ave N,Shoreline,WA 98133,June,Wednesday
599000.0,4,3,2790.0,7684.0,2,no,No view,Average,2790,0,1989,0,18905 240th Ave NE,Woodinville,WA 98077,June,Wednesday
285000.0,3,3,1870.0,4060.0,2,no,No view,Average,1870,0,2005,0,13303 SE 227th St,Kent,WA 98042,June,Wednesday
290000.0,3,2,1520.0,7684.0,1,no,No view,Good,1520,0,1968,0,28515 SE 228th St,Maple Valley,WA 98038,June,Wednesday
355000.0,3,2,750.0,7684.0,1,no,No view,Good,550,200,1946,1989,14128 W Lake Kathleen Dr SE,Renton,WA 98059,June,Wednesday
381000.0,3,2,1460.0,11407.0,1,no,No view,Average,1460,0,1954,2005,16044 33rd Ave NE,Lake Forest Park,WA 98155,June,Wednesday
571000.0,3,3,2600.0,7465.0,2,no,No view,Average,2600,0,1988,2000,15201 93rd Pl NE,Bothell,WA 98011,June,Wednesday
852600.0,4,3,3320.0,11901.0,2,no,No view,Excellent,2650,670,1977,0,5334-5394 134th Ave SE,Bellevue,WA 98006,June,Wednesday
461000.0,5,3,2340.0,6000.0,2,no,No view,Good,2340,0,1922,0,3107 37th Pl S,Seattle,WA 98144,June,Wednesday
371000.0,3,1,890.0,7200.0,1,no,No view,Average,890,0,1951,1994,3843 NE 113th St,Seattle,WA 98125,June,Wednesday
514000.0,3,2,1720.0,5899.0,1,no,Poor view,Average,1220,500,1986,0,4052 SW Myrtle St,Seattle,WA 98136,June,Wednesday
386000.0,3,2,1270.0,1318.0,2,no,No view,Average,1080,190,2004,2003,3613 Gilman Ave W,Seattle,WA 98199,June,Wednesday
464000.0,4,3,2180.0,7203.0,2,no,No view,Good,2180,0,1989,0,5055 NE 23rd St,Renton,WA 98059,June,Wednesday
335000.0,4,3,2030.0,7684.0,1,no,No view,Average,1230,800,1963,2008,20532 SE 159th St,Renton,WA 98059,June,Wednesday
740000.0,4,3,2490.0,7684.0,2,no,Average view,Average,1490,1000,1979,2014,12537 41st Ave NE,Seattle,WA 98125,June,Wednesday
465000.0,4,2,1470.0,5350.0,1,no,No view,Average,980,490,1955,2005,10424 12th Ave NE,Seattle,WA 98125,June,Wednesday
700000.0,3,3,2500.0,7378.0,1,no,No view,Excellent,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,June,Wednesday
785000.0,3,4,1980.0,7684.0,2,no,No view,Average,1590,0,2004,2003,13528 SE 333rd Pl,Auburn,WA 98092,June,Wednesday
350000.0,3,4,1460.0,1592.0,2,no,No view,Average,1130,330,2006,0,6003 Lanham Pl SW,Seattle,WA 98126,June,Wednesday
